FIPS Code,Geography,Year,Program Type,Population,County
36075,Oswego County,1989,Intercensal Population Estimate,120214,Oswego
36077,Otsego County,1989,Intercensal Population Estimate,60381,Otsego
36079,Putnam County,1989,Intercensal Population Estimate,83315,Putnam
36081,Queens County,1989,Intercensal Population Estimate,1950425,Queens
36083,Rensselaer County,1989,Intercensal Population Estimate,153477,Rensselaer
36085,Richmond County,1989,Intercensal Population Estimate,377063,Richmond
36087,Rockland County,1989,Intercensal Population Estimate,264823,Rockland
36089,St. Lawrence County,1989,Intercensal Population Estimate,111481,St. Lawrence
36091,Saratoga County,1989,Intercensal Population Estimate,177669,Saratoga
36093,Schenectady County,1989,Intercensal Population Estimate,149167,Schenectady
36095,Schoharie County,1989,Intercensal Population Estimate,31404,Schoharie
36097,Schuyler County,1989,Intercensal Population Estimate,18479,Schuyler
36099,Seneca County,1989,Intercensal Population Estimate,33528,Seneca
36101,Steuben County,1989,Intercensal Population Estimate,98468,Steuben
36103,Suffolk County,1989,Intercensal Population Estimate,1322291,Suffolk
36105,Sullivan County,1989,Intercensal Population Estimate,69044,Sullivan
36107,Tioga County,1989,Intercensal Population Estimate,51982,Tioga
36109,Tompkins County,1989,Intercensal Population Estimate,93262,Tompkins
36111,Ulster County,1989,Intercensal Population Estimate,164359,Ulster
36113,Warren County,1989,Intercensal Population Estimate,58197,Warren
36115,Washington County,1989,Intercensal Population Estimate,58819,Washington
36117,Wayne County,1989,Intercensal Population Estimate,88398,Wayne
36119,Westchester County,1989,Intercensal Population Estimate,875043,Westchester
36121,Wyoming County,1989,Intercensal Population Estimate,42197,Wyoming
36123,Yates County,1989,Intercensal Population Estimate,22486,Yates
36000,New York State,1988,Intercensal Population Estimate,17941309,Statewide
36001,Albany County,1988,Intercensal Population Estimate,291094,Albany
36003,Allegany County,1988,Intercensal Population Estimate,49835,Allegany
36005,Bronx County,1988,Intercensal Population Estimate,1215834,Bronx
36007,Broome County,1988,Intercensal Population Estimate,211984,Broome
36009,Cattaraugus County,1988,Intercensal Population Estimate,83510,Cattaraugus
36011,Cayuga County,1988,Intercensal Population Estimate,80659,Cayuga
36013,Chautauqua County,1988,Intercensal Population Estimate,141420,Chautauqua
36015,Chemung County,1988,Intercensal Population Estimate,93142,Chemung
36017,Chenango County,1988,Intercensal Population Estimate,51336,Chenango
36019,Clinton County,1988,Intercensal Population Estimate,84209,Clinton
36021,Columbia County,1988,Intercensal Population Estimate,62618,Columbia
36023,Cortland County,1988,Intercensal Population Estimate,48111,Cortland
36025,Delaware County,1988,Intercensal Population Estimate,46947,Delaware
36027,Dutchess County,1988,Intercensal Population Estimate,259259,Dutchess
36029,Erie County,1988,Intercensal Population Estimate,963078,Erie
36031,Essex County,1988,Intercensal Population Estimate,36439,Essex
36033,Franklin County,1988,Intercensal Population Estimate,44639,Franklin
36035,Fulton County,1988,Intercensal Population Estimate,54102,Fulton
36037,Genesee County,1988,Intercensal Population Estimate,59559,Genesee
36039,Greene County,1988,Intercensal Population Estimate,43789,Greene
36041,Hamilton County,1988,Intercensal Population Estimate,5048,Hamilton
36043,Herkimer County,1988,Intercensal Population Estimate,65708,Herkimer
36045,Jefferson County,1988,Intercensal Population Estimate,103758,Jefferson
36047,Kings County,1988,Intercensal Population Estimate,2326439,Kings
36049,Lewis County,1988,Intercensal Population Estimate,26115,Lewis
36051,Livingston County,1988,Intercensal Population Estimate,60943,Livingston
36053,Madison County,1988,Intercensal Population Estimate,67586,Madison
36055,Monroe County,1988,Intercensal Population Estimate,705035,Monroe
36057,Montgomery County,1988,Intercensal Population Estimate,51640,Montgomery
36059,Nassau County,1988,Intercensal Population Estimate,1303266,Nassau
36061,New York County,1988,Intercensal Population Estimate,1484183,New York
36063,Niagara County,1988,Intercensal Population Estimate,218096,Niagara
36065,Oneida County,1988,Intercensal Population Estimate,249633,Oneida
36067,Onondaga County,1988,Intercensal Population Estimate,463306,Onondaga
36069,Ontario County,1988,Intercensal Population Estimate,93007,Ontario
36071,Orange County,1988,Intercensal Population Estimate,298403,Orange
36073,Orleans County,1988,Intercensal Population Estimate,40953,Orleans
36075,Oswego County,1988,Intercensal Population Estimate,118460,Oswego
36077,Otsego County,1988,Intercensal Population Estimate,59866,Otsego
36079,Putnam County,1988,Intercensal Population Estimate,82813,Putnam
36081,Queens County,1988,Intercensal Population Estimate,1951557,Queens
36083,Rensselaer County,1988,Intercensal Population Estimate,153007,Rensselaer
36085,Richmond County,1988,Intercensal Population Estimate,375706,Richmond
36087,Rockland County,1988,Intercensal Population Estimate,264575,Rockland
36089,St. Lawrence County,1988,Intercensal Population Estimate,110809,St. Lawrence
36091,Saratoga County,1988,Intercensal Population Estimate,173389,Saratoga
36093,Schenectady County,1988,Intercensal Population Estimate,149169,Schenectady
36095,Schoharie County,1988,Intercensal Population Estimate,31462,Schoharie
36097,Schuyler County,1988,Intercensal Population Estimate,18227,Schuyler
36099,Seneca County,1988,Intercensal Population Estimate,33281,Seneca
36101,Steuben County,1988,Intercensal Population Estimate,97334,Steuben
36103,Suffolk County,1988,Intercensal Population Estimate,1319883,Suffolk
36105,Sullivan County,1988,Intercensal Population Estimate,68234,Sullivan
36107,Tioga County,1988,Intercensal Population Estimate,51813,Tioga
36109,Tompkins County,1988,Intercensal Population Estimate,91888,Tompkins
36111,Ulster County,1988,Intercensal Population Estimate,162889,Ulster
36113,Warren County,1988,Intercensal Population Estimate,57369,Warren
36115,Washington County,1988,Intercensal Population Estimate,58282,Washington
36117,Wayne County,1988,Intercensal Population Estimate,87740,Wayne
36119,Westchester County,1988,Intercensal Population Estimate,874759,Westchester
36121,Wyoming County,1988,Intercensal Population Estimate,42026,Wyoming
36123,Yates County,1988,Intercensal Population Estimate,22088,Yates
36000,New York State,1987,Intercensal Population Estimate,17868844,Statewide
36001,Albany County,1987,Intercensal Population Estimate,290843,Albany
36003,Allegany County,1987,Intercensal Population Estimate,49768,Allegany
36005,Bronx County,1987,Intercensal Population Estimate,1210712,Bronx
36007,Broome County,1987,Intercensal Population Estimate,211283,Broome
36009,Cattaraugus County,1987,Intercensal Population Estimate,83883,Cattaraugus
36011,Cayuga County,1987,Intercensal Population Estimate,80166,Cayuga
36013,Chautauqua County,1987,Intercensal Population Estimate,141674,Chautauqua
36015,Chemung County,1987,Intercensal Population Estimate,91819,Chemung
36017,Chenango County,1987,Intercensal Population Estimate,50626,Chenango
36019,Clinton County,1987,Intercensal Population Estimate,83533,Clinton
36021,Columbia County,1987,Intercensal Population Estimate,62033,Columbia
36023,Cortland County,1987,Intercensal Population Estimate,48259,Cortland
36025,Delaware County,1987,Intercensal Population Estimate,46547,Delaware
36027,Dutchess County,1987,Intercensal Population Estimate,255937,Dutchess
36029,Erie County,1987,Intercensal Population Estimate,962907,Erie
36031,Essex County,1987,Intercensal Population Estimate,36383,Essex
36033,Franklin County,1987,Intercensal Population Estimate,44143,Franklin
36035,Fulton County,1987,Intercensal Population Estimate,53460,Fulton
36037,Genesee County,1987,Intercensal Population Estimate,59033,Genesee
36039,Greene County,1987,Intercensal Population Estimate,42932,Greene
36041,Hamilton County,1987,Intercensal Population Estimate,4966,Hamilton
36043,Herkimer County,1987,Intercensal Population Estimate,65906,Herkimer
36045,Jefferson County,1987,Intercensal Population Estimate,96360,Jefferson
36047,Kings County,1987,Intercensal Population Estimate,2324361,Kings
36049,Lewis County,1987,Intercensal Population Estimate,25346,Lewis
36051,Livingston County,1987,Intercensal Population Estimate,60429,Livingston
36053,Madison County,1987,Intercensal Population Estimate,66977,Madison
36055,Monroe County,1987,Intercensal Population Estimate,701215,Monroe
36057,Montgomery County,1987,Intercensal Population Estimate,51317,Montgomery
36059,Nassau County,1987,Intercensal Population Estimate,1304812,Nassau
36061,New York County,1987,Intercensal Population Estimate,1481531,New York
36063,Niagara County,1987,Intercensal Population Estimate,216849,Niagara
36065,Oneida County,1987,Intercensal Population Estimate,250305,Oneida
36067,Onondaga County,1987,Intercensal Population Estimate,462521,Onondaga
36069,Ontario County,1987,Intercensal Population Estimate,92355,Ontario
36071,Orange County,1987,Intercensal Population Estimate,291920,Orange
36073,Orleans County,1987,Intercensal Population Estimate,40282,Orleans
36075,Oswego County,1987,Intercensal Population Estimate,117227,Oswego
36077,Otsego County,1987,Intercensal Population Estimate,59172,Otsego
36079,Putnam County,1987,Intercensal Population Estimate,81243,Putnam
36081,Queens County,1987,Intercensal Population Estimate,1952640,Queens
36083,Rensselaer County,1987,Intercensal Population Estimate,152699,Rensselaer
36085,Richmond County,1987,Intercensal Population Estimate,373232,Richmond
36087,Rockland County,1987,Intercensal Population Estimate,264626,Rockland
36089,St. Lawrence County,1987,Intercensal Population Estimate,110514,St. Lawrence
36091,Saratoga County,1987,Intercensal Population Estimate,168549,Saratoga
36093,Schenectady County,1987,Intercensal Population Estimate,148653,Schenectady
36095,Schoharie County,1987,Intercensal Population Estimate,30722,Schoharie
36097,Schuyler County,1987,Intercensal Population Estimate,18178,Schuyler
36099,Seneca County,1987,Intercensal Population Estimate,33186,Seneca
36101,Steuben County,1987,Intercensal Population Estimate,96983,Steuben
36103,Suffolk County,1987,Intercensal Population Estimate,1310592,Suffolk
36105,Sullivan County,1987,Intercensal Population Estimate,66909,Sullivan
36107,Tioga County,1987,Intercensal Population Estimate,50983,Tioga
36109,Tompkins County,1987,Intercensal Population Estimate,90264,Tompkins
36111,Ulster County,1987,Intercensal Population Estimate,161865,Ulster
36113,Warren County,1987,Intercensal Population Estimate,56569,Warren
36115,Washington County,1987,Intercensal Population Estimate,57477,Washington
36117,Wayne County,1987,Intercensal Population Estimate,86991,Wayne
36119,Westchester County,1987,Intercensal Population Estimate,872497,Westchester
36121,Wyoming County,1987,Intercensal Population Estimate,41857,Wyoming
36123,Yates County,1987,Intercensal Population Estimate,21823,Yates
36000,New York State,1986,Intercensal Population Estimate,17833421,Statewide
36001,Albany County,1986,Intercensal Population Estimate,291010,Albany
36003,Allegany County,1986,Intercensal Population Estimate,50060,Allegany
36005,Bronx County,1986,Intercensal Population Estimate,1198837,Bronx
36007,Broome County,1986,Intercensal Population Estimate,212792,Broome
36009,Cattaraugus County,1986,Intercensal Population Estimate,84880,Cattaraugus
36011,Cayuga County,1986,Intercensal Population Estimate,80272,Cayuga
36013,Chautauqua County,1986,Intercensal Population Estimate,142865,Chautauqua
36015,Chemung County,1986,Intercensal Population Estimate,91179,Chemung
36017,Chenango County,1986,Intercensal Population Estimate,50033,Chenango
36019,Clinton County,1986,Intercensal Population Estimate,83147,Clinton
36021,Columbia County,1986,Intercensal Population Estimate,61818,Columbia
36023,Cortland County,1986,Intercensal Population Estimate,47942,Cortland
36025,Delaware County,1986,Intercensal Population Estimate,46067,Delaware
36027,Dutchess County,1986,Intercensal Population Estimate,253212,Dutchess
36029,Erie County,1986,Intercensal Population Estimate,966921,Erie
36031,Essex County,1986,Intercensal Population Estimate,36617,Essex
36033,Franklin County,1986,Intercensal Population Estimate,43374,Franklin
36035,Fulton County,1986,Intercensal Population Estimate,53789,Fulton
36037,Genesee County,1986,Intercensal Population Estimate,59149,Genesee
36039,Greene County,1986,Intercensal Population Estimate,42717,Greene
36041,Hamilton County,1986,Intercensal Population Estimate,4928,Hamilton
36043,Herkimer County,1986,Intercensal Population Estimate,66403,Herkimer
36045,Jefferson County,1986,Intercensal Population Estimate,91032,Jefferson
36047,Kings County,1986,Intercensal Population Estimate,2320507,Kings
36049,Lewis County,1986,Intercensal Population Estimate,24838,Lewis
36051,Livingston County,1986,Intercensal Population Estimate,59826,Livingston
36053,Madison County,1986,Intercensal Population Estimate,66722,Madison
36055,Monroe County,1986,Intercensal Population Estimate,703718,Monroe
36057,Montgomery County,1986,Intercensal Population Estimate,51712,Montgomery
36059,Nassau County,1986,Intercensal Population Estimate,1309416,Nassau
36061,New York County,1986,Intercensal Population Estimate,1475202,New York
